Geneid	B_DNR_24	B_DNR_3	B_DOX_3	B_EPI_24	B_EPI_3	B_MTX_24	B_VEH_24	B_VEH_3	A_DNR_24	A_DNR_3	A_DOX_24	A_DOX_3	A_MTX_24	A_MTX_3	A_VEH_24	A_VEH_3	C_DNR_24	C_DNR_3	C_DOX_24	C_EPI_24	C_EPI_3	C_MTX_24	C_MTX_3	C_VEH_24	C_VEH_3
chr4.25351813.25352490	10	11	6	4	2	16	4	10	8	8	6	5	22	9	14	1	2	4	12	6	0	1	4	9	6
chr4.25376478.25377813	27	34	12	9	7	17	3	9	10	3	4	8	35	14	25	11	9	2	16	4	5	5	5	23	1
chr4.25703150.25704345	14	14	13	2	3	12	2	5	7	2	2	4	15	9	21	6	3	1	9	6	3	2	11	17	3
chr4.25795507.25796674	35	21	14	21	2	26	6	12	16	4	9	5	18	9	29	10	7	5	34	15	13	3	16	28	6
chr4.25813338.25815207	42	46	36	13	9	25	8	20	27	18	11	17	38	16	29	13	13	9	40	26	11	12	15	29	5
chr4.25862171.25863161	19	17	7	3	4	2	1	6	9	7	8	8	16	3	5	5	6	2	14	1	4	3	1	4	1
chr4.25913357.25914701	18	30	15	7	9	14	4	18	24	7	15	6	25	18	31	13	10	1	25	11	4	7	10	21	2
chr4.26318961.26321996	59	118	107	24	31	36	10	40	52	62	44	25	109	49	85	49	28	11	49	20	18	16	21	56	4
chr4.26860213.26862109	33	36	40	17	11	29	5	19	21	19	18	5	59	20	51	14	14	7	29	14	6	8	11	26	8
chr4.28799397.28800780	35	39	22	7	9	26	5	10	31	22	13	11	30	20	21	8	18	8	21	18	3	5	18	24	6
chr4.30717099.30724781	173	221	173	47	46	69	19	59	109	130	89	55	269	92	157	71	69	30	163	62	42	24	83	168	28
chr4.30757266.30758336	14	19	14	4	2	10	2	9	12	6	4	6	16	8	4	11	6	3	5	3	2	3	4	13	1
chr4.30836864.30837731	25	30	17	6	5	21	1	8	16	18	6	6	37	15	21	7	10	5	13	6	4	6	9	22	2
chr4.30839498.30840793	25	23	28	3	3	9	3	12	22	8	13	4	19	8	16	5	6	6	9	3	6	6	7	10	2
chr4.31068243.31069144	15	18	8	2	3	12	7	10	9	7	1	7	16	11	11	0	5	2	8	7	3	4	2	11	1
chr4.31089816.31090319	19	6	10	4	2	4	0	2	19	4	3	6	8	4	9	6	6	1	6	2	1	0	1	9	2
chr4.31236434.31237588	43	9	7	15	5	8	2	6	30	8	8	3	14	6	7	3	11	3	11	6	1	2	3	7	0
chr4.33060899.33062105	25	26	15	6	5	19	5	16	14	8	3	3	22	12	27	14	9	5	24	7	8	5	10	23	6
chr4.33062608.33064824	54	56	28	18	9	25	11	25	28	47	15	14	53	19	28	15	15	12	49	20	15	8	25	37	6
chr4.35562492.35563331	28	9	17	8	1	8	3	9	14	7	4	3	14	5	5	3	11	3	10	8	1	3	1	6	2
chr4.36137625.36138799	17	37	21	4	5	10	6	3	10	12	3	7	7	7	6	6	8	6	24	13	10	2	15	15	5
chr4.36243917.36244867	23	27	15	6	4	18	3	8	10	11	11	8	21	10	19	8	1	6	10	6	3	6	7	12	2
chr4.37685615.37687267	49	66	35	20	17	33	6	15	30	20	25	18	86	25	54	18	21	8	36	18	2	15	9	24	5
chr4.37826106.37827752	40	42	20	7	5	16	5	15	14	15	16	5	25	16	24	12	12	4	19	7	2	10	7	21	4
chr4.37909778.37910311	12	11	6	3	3	6	3	4	11	6	5	2	23	2	18	10	3	2	9	5	0	5	9	20	3
chr4.37976915.37978055	12	7	14	4	6	13	2	9	13	17	8	7	30	6	19	9	4	1	11	4	1	4	5	14	4
chr4.37981409.37982874	13	17	8	8	3	17	5	7	11	15	5	11	25	14	24	12	9	6	9	3	5	4	11	20	3
chr4.38050272.38051270	22	27	18	8	8	7	3	10	15	14	5	10	23	13	16	2	5	10	15	8	6	3	10	26	3
chr4.38190372.38191254	17	15	12	10	5	22	7	5	13	15	6	12	13	14	24	9	8	3	18	8	6	3	3	26	9
chr4.38489084.38489721	13	15	7	1	4	8	0	4	8	3	4	8	10	2	19	5	6	2	6	2	1	2	4	12	6
chr4.38662523.38665307	86	110	76	38	14	48	13	42	44	45	50	30	103	31	69	17	32	16	74	24	5	18	21	58	11
chr4.38666826.38667781	21	15	21	7	4	14	3	6	19	16	11	7	21	6	18	6	14	3	17	10	3	2	6	10	1
chr4.38672823.38673955	36	9	18	13	6	16	6	6	16	11	20	3	16	5	19	5	8	5	17	9	2	2	7	9	1
chr4.38752690.38753825	13	18	9	7	1	10	4	21	19	11	5	8	29	18	30	12	4	1	14	8	2	5	10	34	3
chr4.38867335.38868808	13	27	31	7	6	8	5	19	15	16	6	6	29	17	33	9	3	6	11	4	1	1	6	23	4
chr4.39044120.39045461	26	38	33	5	9	15	6	18	17	13	13	7	28	17	24	9	12	4	18	8	7	2	8	32	3
chr4.39181985.39182803	16	16	19	3	1	10	2	5	11	11	3	6	27	9	17	3	3	4	8	6	1	13	4	10	0
chr4.39457609.39459939	57	71	67	14	14	34	8	25	52	52	23	16	84	25	43	15	23	11	43	17	6	12	22	40	10
chr4.39526514.39528284	66	74	70	20	22	42	11	35	48	38	21	22	94	26	51	27	27	11	39	33	8	16	18	58	5
chr4.39637436.39639929	68	65	33	16	14	38	10	48	37	35	21	11	93	32	61	25	30	6	41	24	16	10	24	49	14
chr4.39697343.39698897	41	31	35	12	14	17	4	21	33	29	22	4	48	22	34	25	13	9	22	8	4	13	16	28	3
chr4.39933923.39934421	9	8	3	3	1	5	0	2	6	7	5	3	9	1	8	2	2	0	6	7	4	2	3	5	0
chr4.39976327.39978425	51	69	55	11	10	20	6	42	31	39	21	19	88	45	47	27	15	23	33	14	12	7	17	56	8
chr4.40055536.40058449	90	103	101	30	26	49	16	49	53	69	46	26	165	48	75	41	36	26	89	33	15	25	41	71	13
chr4.41213679.41215000	17	24	18	7	6	20	6	7	12	12	6	3	35	8	29	3	5	2	7	8	6	8	4	14	5
chr4.41256782.41258101	34	20	17	8	1	13	1	13	5	6	5	2	13	5	7	1	7	7	21	8	2	7	6	9	3
chr4.41538715.41539739	15	18	18	8	0	14	1	3	12	3	10	7	21	7	18	10	5	2	12	6	4	5	4	16	5
chr4.41612078.41612729	10	18	12	1	1	7	2	5	3	7	2	3	19	5	16	5	3	1	1	3	2	0	9	8	2
chr4.41796300.41797110	6	12	8	3	4	16	5	10	4	6	2	6	17	10	24	11	1	2	10	7	0	0	12	32	3
chr4.41935070.41935858	14	19	18	7	11	4	4	7	10	11	5	4	21	5	13	2	6	2	5	6	4	3	7	8	0
chr4.41990052.41991241	17	36	26	6	8	15	2	8	12	20	10	6	25	13	15	6	6	2	14	10	2	4	11	9	1
chr4.42656285.42658096	47	50	51	9	7	40	3	29	18	22	11	21	66	30	68	22	13	7	36	10	6	17	20	62	6
chr4.44447700.44449112	29	24	19	8	10	9	2	7	17	15	8	4	39	13	17	8	9	0	26	13	8	12	8	6	7
chr4.44678078.44679386	48	57	50	13	19	26	2	14	36	45	28	25	60	25	51	18	27	12	36	11	9	9	21	39	5
chr4.44725792.44726758	17	9	14	9	6	5	4	11	9	7	6	7	29	9	22	12	5	0	14	4	4	6	6	17	3
chr4.45662853.45663786	11	14	22	3	3	16	2	12	5	11	1	3	22	6	16	4	0	0	1	0	0	4	0	2	0
chr4.47462970.47463842	23	38	26	10	8	15	1	11	10	9	4	6	32	6	19	7	5	3	11	9	4	7	5	19	0
chr4.47485004.47485864	14	26	6	7	4	7	2	6	15	4	6	4	24	7	17	14	5	0	3	2	2	3	3	17	2
chr4.47531095.47532194	34	30	30	10	11	20	4	14	14	12	5	7	15	13	13	2	8	5	8	4	1	4	14	7	2
chr4.47747815.47748493	4	7	11	1	0	11	2	7	7	12	1	5	22	9	9	4	1	1	9	5	4	1	4	13	2
chr4.47823914.47825587	45	31	33	10	5	19	7	16	35	20	21	15	69	20	41	17	16	6	30	17	12	10	22	27	13
chr4.47836299.47838115	25	21	29	13	8	15	9	18	29	11	7	14	60	17	50	18	12	5	31	10	7	7	20	37	8
chr4.47913829.47914823	24	29	28	8	6	19	3	7	16	16	11	11	37	9	27	13	8	4	9	7	5	6	9	22	4
chr4.48016177.48017697	47	48	33	13	11	23	2	13	19	23	15	14	36	18	16	10	7	1	18	10	5	6	11	27	1
chr4.48024645.48025353	18	19	12	4	4	14	5	7	14	9	3	5	22	5	16	11	6	3	11	3	3	6	10	17	1
chr4.48031777.48032958	31	20	24	7	4	13	4	10	19	9	10	3	22	7	14	9	10	2	11	4	2	5	7	7	2
chr4.48269467.48270466	32	24	18	9	4	10	3	18	15	10	8	7	33	18	19	9	9	3	9	6	1	7	8	26	2
chr4.48340379.48342752	69	104	78	21	14	35	11	30	47	45	31	34	78	40	71	28	33	14	53	16	7	18	24	50	5
chr4.48668236.48668878	17	12	4	6	1	3	2	5	11	8	7	2	16	4	4	3	6	0	11	4	1	1	7	7	3
chr4.48698170.48698814	20	7	10	7	0	16	3	5	13	6	5	3	10	4	7	2	10	0	6	6	3	5	4	4	1
chr4.48778756.48781315	72	88	88	18	18	39	8	19	32	27	28	33	103	30	63	22	27	15	39	12	17	20	18	40	7
chr4.48830821.48832272	46	82	61	20	8	30	10	23	35	32	12	11	83	32	41	19	23	16	38	27	16	9	19	31	4
chr4.51842376.51845199	67	96	79	21	12	50	11	35	49	44	25	24	101	31	66	24	24	17	34	23	12	16	21	64	10
chr4.52037802.52038770	19	42	25	8	7	12	1	10	10	12	8	13	41	18	29	17	11	3	18	4	3	6	10	35	7
chr4.52050889.52052836	72	52	37	29	9	19	2	17	43	22	22	13	43	16	32	13	20	5	42	13	7	10	11	14	4
chr4.52640345.52641789	37	10	4	7	3	10	3	2	31	5	17	7	8	3	10	1	12	3	21	7	2	1	11	8	2
chr4.52658357.52660247	33	62	42	14	14	21	5	15	28	32	25	13	67	21	36	16	16	8	35	14	8	10	17	36	8
chr4.52712043.52713855	39	70	39	18	19	31	5	28	34	31	21	15	84	18	52	13	20	8	39	13	10	10	13	38	4
chr4.52721988.52723405	29	26	16	15	7	11	1	12	10	9	13	8	45	18	38	16	20	3	32	8	3	5	9	36	4
chr4.52824240.52826588	100	63	49	34	11	49	11	26	58	30	35	24	80	21	38	25	39	8	65	38	8	21	17	57	6
chr4.52837514.52838801	46	27	21	25	2	17	3	5	25	12	16	13	28	16	23	9	20	1	19	12	6	3	8	15	4
chr4.52853246.52853957	11	16	7	1	4	7	4	4	7	5	2	2	15	7	8	7	6	0	9	4	3	3	10	12	2
chr4.52861498.52864108	46	82	63	10	17	27	13	22	23	42	22	30	83	30	56	22	27	9	51	24	9	16	19	60	10
chr4.52867784.52868591	21	18	13	3	4	14	3	11	14	8	8	3	29	8	22	6	5	2	14	6	5	1	9	22	3
chr4.52873196.52875160	25	33	24	6	7	32	6	13	15	21	5	9	40	11	26	18	9	6	32	14	1	8	14	38	3
chr4.52913528.52914854	22	17	17	4	2	24	6	12	15	11	9	4	28	10	23	11	3	4	28	10	9	6	5	30	5
chr4.52946741.52947213	11	15	12	1	3	12	3	4	7	7	9	1	15	4	8	11	6	3	6	2	0	3	1	13	0
chr4.52957214.52957786	5	7	7	2	1	0	1	6	4	4	2	1	12	4	11	4	2	3	7	2	2	1	4	12	0
chr4.52995932.52997755	11	12	14	3	3	15	5	7	15	10	1	9	35	11	21	13	4	4	24	6	8	5	12	42	5
chr4.53003646.53004672	13	18	8	0	1	6	7	9	7	12	2	4	14	8	19	10	4	3	16	4	6	1	8	20	3
chr4.53100810.53101701	19	8	7	4	2	19	0	7	12	6	3	4	17	10	12	5	7	4	13	8	3	1	5	8	2
chr4.53365559.53366093	8	12	14	3	1	9	1	2	11	6	5	2	15	6	8	3	3	1	7	4	3	5	1	12	0
chr4.53377313.53378306	18	23	24	4	4	17	6	4	10	11	6	6	28	8	20	10	10	7	20	7	2	3	9	14	2
chr4.54063344.54064932	26	47	24	10	14	13	9	8	29	30	19	9	29	20	19	7	10	5	14	9	5	4	10	13	3
chr4.54232950.54234334	28	12	15	4	6	7	1	7	19	8	12	8	37	9	15	8	10	0	15	7	3	5	8	12	1
chr4.54280886.54282045	48	14	18	22	4	14	3	11	27	10	8	2	28	7	15	7	6	3	23	9	2	5	2	12	4
chr4.54370713.54371795	17	20	13	8	5	13	6	6	20	4	6	4	21	9	18	8	6	1	13	6	5	1	7	13	1
chr4.55175553.55176555	24	14	9	10	7	14	4	6	24	5	9	3	12	6	11	6	13	4	18	10	3	3	5	12	0
chr4.55184042.55185650	50	30	25	8	2	17	6	12	33	14	6	11	40	9	23	8	31	5	27	11	3	7	5	28	2
chr4.55256167.55257246	19	14	7	3	1	15	1	11	8	12	0	5	25	13	12	5	3	5	9	4	0	2	7	8	4
chr4.55346110.55347023	22	17	15	8	1	21	2	10	6	9	6	12	30	7	20	9	8	3	19	8	2	5	6	18	6
chr4.55395342.55397537	59	88	67	17	16	27	8	24	32	47	26	25	64	31	61	25	22	11	35	17	12	5	21	36	6
chr4.55545721.55547555	51	72	67	14	13	35	7	21	30	37	24	22	99	27	52	13	11	12	40	21	11	13	16	44	6
chr4.55853675.55854351	9	19	13	2	9	10	3	9	11	13	6	9	15	6	12	5	7	3	14	3	1	4	11	15	4
chr4.55947870.55950096	37	59	41	19	13	33	10	25	19	21	15	16	70	14	51	28	16	7	33	12	10	10	12	37	7
chr4.56386946.56387924	20	26	26	11	13	19	2	13	21	12	6	15	28	19	28	9	8	3	9	5	3	5	9	31	1
chr4.56434919.56437448	51	77	46	24	17	43	8	36	34	45	25	30	96	36	72	18	24	5	25	9	9	23	31	58	7
chr4.56466590.56468581	38	61	58	11	11	18	4	17	24	31	9	26	36	20	28	12	12	7	22	4	11	6	20	24	5
chr4.56530389.56531114	16	16	15	5	3	19	5	7	16	11	5	4	30	10	15	13	5	2	9	3	3	2	6	8	2
chr4.56655361.56656548	18	13	10	7	3	11	3	5	9	8	7	8	31	16	15	12	4	2	9	7	1	4	4	19	0
chr4.56680059.56680743	4	12	11	2	1	13	3	7	5	15	4	5	17	5	19	4	1	2	7	3	0	0	8	15	4
chr4.56697587.56699344	14	43	17	2	3	38	9	14	10	20	2	5	56	23	28	18	4	6	45	8	1	5	20	41	10
chr4.56757006.56758362	45	23	19	20	8	29	7	23	26	10	9	7	62	25	32	18	12	2	27	10	5	5	13	31	4
chr4.56907454.56910147	56	128	88	18	21	42	7	32	31	61	37	23	92	47	54	25	28	18	38	22	16	14	23	68	10
chr4.56976362.56977909	44	31	20	11	8	18	3	11	16	13	19	5	40	16	25	11	15	2	11	7	7	13	10	20	3
chr4.56978697.56979890	21	21	16	4	3	12	4	8	12	12	7	6	37	8	14	7	8	4	9	6	4	4	6	17	2
chr4.57068143.57069142	10	15	4	6	1	10	3	6	11	5	9	7	24	15	14	8	1	6	23	6	3	4	5	11	1
chr4.57077696.57080057	67	35	29	19	8	23	13	14	41	21	28	13	52	29	37	21	29	10	48	20	11	9	15	35	3
chr4.57080386.57081922	40	22	12	13	5	16	4	10	27	9	13	5	40	19	15	11	18	5	25	7	5	9	4	17	0
chr4.57097875.57099477	29	25	9	10	7	17	2	11	25	9	9	11	33	10	36	19	5	1	32	7	4	5	8	28	4
chr4.57100973.57103446	46	39	49	16	13	44	10	20	38	30	13	27	108	29	66	31	15	12	47	16	9	10	18	57	9
chr4.57109310.57111500	46	41	31	20	11	32	5	9	29	22	22	14	84	22	55	19	15	5	23	9	5	8	12	45	7
chr4.57163654.57164267	22	12	14	6	5	16	8	4	7	5	4	6	30	10	11	6	2	1	13	9	2	5	2	8	0
chr4.57465712.57466326	9	6	15	1	4	12	3	7	0	2	3	5	7	10	7	6	3	1	6	1	2	2	8	16	4
chr4.57492233.57492982	17	16	12	8	4	2	1	2	9	5	6	2	16	3	14	4	3	0	8	3	3	1	4	6	0
chr4.57501314.57502177	19	26	12	5	3	11	2	6	14	3	5	5	11	7	16	0	5	1	10	6	0	2	2	5	1
chr4.57877086.57877436	10	16	12	6	3	15	1	3	9	5	2	8	12	11	14	6	3	4	0	6	4	1	1	6	1
chr4.59195917.59196734	7	7	15	5	3	7	2	2	8	13	2	3	26	15	17	8	2	2	11	4	2	2	5	12	3
chr4.59553421.59553978	9	7	5	7	5	7	0	8	7	5	6	0	16	6	6	1	3	0	4	1	3	2	3	8	1
chr4.60020082.60020655	4	13	7	0	5	1	1	3	4	10	0	4	7	12	5	1	1	6	5	3	6	0	6	12	0
chr4.60724125.60725139	28	33	17	18	3	24	4	12	11	7	3	6	25	14	11	4	9	2	15	7	1	2	7	11	2
chr4.61200110.61203544	53	69	49	17	23	34	12	39	31	34	19	12	71	28	51	20	22	5	46	20	10	12	24	65	7
chr4.61545354.61546625	15	19	12	7	0	15	7	8	13	7	5	2	34	9	16	11	7	1	13	4	5	1	2	21	0
chr4.61555479.61556832	40	24	11	14	3	21	2	14	19	13	2	6	32	7	31	10	11	7	23	14	3	7	12	17	7
chr4.62133499.62134239	20	13	11	4	5	9	2	7	20	12	1	5	20	7	12	4	13	1	15	2	4	2	8	19	3
chr4.62512170.62512806	6	8	7	3	1	13	1	10	2	8	3	5	7	6	8	8	5	3	12	6	3	6	5	18	3
chr4.62917475.62917884	9	14	5	3	0	3	4	3	7	9	1	6	13	8	15	5	0	1	2	5	0	2	1	3	1
chr4.62930896.62931383	9	16	5	0	0	11	1	3	11	6	5	2	11	10	3	2	3	0	11	5	1	0	2	3	0
chr4.63036038.63036959	9	21	15	1	3	16	0	8	9	13	5	4	39	8	12	6	0	1	2	0	0	3	0	1	0
chr4.64340247.64342342	15	31	23	5	7	12	4	6	17	17	6	14	39	16	53	11	5	1	9	5	6	5	10	19	4
chr4.64360594.64361682	21	26	20	2	2	7	7	11	16	13	6	8	25	14	15	11	5	2	8	2	5	2	3	7	2
chr4.64402613.64403512	13	11	9	3	3	7	3	1	12	12	4	5	36	9	11	7	3	3	8	4	2	3	5	5	3
chr4.64408912.64409678	10	19	7	4	6	12	1	7	7	9	3	4	38	5	9	7	5	3	4	4	1	1	6	10	1
chr4.66489887.66490495	13	15	25	4	7	13	2	4	17	6	8	8	16	7	9	2	9	4	11	7	1	4	15	11	2
chr4.66574646.66575419	21	10	7	8	5	6	4	3	10	5	7	0	7	2	4	1	14	1	5	2	0	1	5	2	0
chr4.67365551.67366898	48	4	9	8	1	6	2	3	16	5	9	2	8	2	5	1	9	0	15	10	2	4	4	4	0
chr4.67544923.67545778	26	39	19	14	8	11	6	16	17	17	1	12	37	21	28	10	9	1	16	7	7	3	13	27	5
chr4.67700562.67701630	39	42	28	14	15	23	4	20	14	11	10	11	59	21	39	7	10	3	27	9	5	4	11	23	4
chr4.69649380.69650207	13	5	2	5	0	1	3	2	19	2	9	0	10	0	3	0	11	0	12	9	0	6	2	4	1
chr4.69773057.69774708	3	10	8	0	3	5	5	4	12	22	8	13	49	23	56	17	2	5	16	7	8	2	10	44	2
chr4.70637266.70637947	17	17	7	0	0	4	3	6	4	10	4	2	19	10	12	3	3	1	11	2	5	3	5	12	0
chr4.70687635.70689355	57	41	44	14	12	29	5	20	29	36	28	12	68	24	47	14	19	6	21	13	3	3	13	35	3
chr4.70703898.70706285	69	76	55	17	19	33	8	40	39	33	19	20	112	32	61	21	19	5	46	20	11	14	18	50	9
chr4.70838459.70840011	57	72	59	20	19	27	6	26	41	35	16	19	82	25	45	27	14	7	45	15	17	12	13	28	6
chr4.70901615.70903414	39	55	50	15	11	16	10	22	29	32	15	21	60	17	50	19	17	9	29	20	6	11	17	37	5
chr4.70993157.70994240	26	29	29	6	7	26	1	11	17	14	5	17	39	19	33	20	12	7	13	9	4	12	6	36	7
chr4.71186163.71188423	35	43	32	8	6	34	6	16	20	20	8	17	73	21	42	14	15	5	27	13	5	3	13	35	4
chr4.71857523.71858658	22	28	22	4	5	19	0	17	23	26	8	9	44	17	25	16	20	9	30	17	7	5	12	31	4
chr4.72567901.72569909	41	39	32	8	8	21	4	12	17	23	17	12	38	17	38	13	18	3	19	9	6	8	15	19	5
chr4.73068362.73070359	68	86	54	21	17	46	13	33	38	44	21	18	111	35	55	27	28	15	55	23	15	19	29	58	3
chr4.73222392.73223406	6	27	13	8	3	13	2	4	11	13	10	6	21	10	6	3	6	3	7	5	6	4	7	8	0
chr4.73257283.73260105	65	106	94	15	23	36	9	33	41	62	38	24	104	38	62	22	27	9	52	21	19	12	31	53	9
chr4.74109217.74110178	20	18	19	3	3	10	4	10	13	4	7	2	21	10	14	4	7	2	12	7	0	6	6	7	0
chr4.74111627.74112676	14	20	19	11	6	20	9	14	19	5	7	7	29	17	18	4	5	1	10	8	2	4	5	12	2
chr4.74157235.74158813	42	67	50	11	10	29	6	20	22	20	10	12	81	19	43	13	12	11	40	5	10	10	19	46	4
chr4.74206009.74206693	14	14	10	3	2	11	1	6	6	3	4	7	16	3	17	4	5	1	6	5	0	3	4	17	2
chr4.74207198.74208067	14	7	13	4	2	18	1	12	15	5	4	4	32	5	8	10	6	2	13	9	7	5	6	16	4
chr4.74472965.74473829	26	9	8	3	0	11	2	10	9	3	2	3	26	3	7	4	6	0	13	7	2	1	3	15	1
chr4.74885923.74886817	12	13	4	4	1	6	3	1	11	3	12	3	9	4	3	1	6	1	19	2	4	6	2	5	3
chr4.74932888.74933941	23	14	14	10	5	10	1	6	8	7	5	6	20	13	14	4	9	5	17	12	3	2	8	17	3
chr4.74969121.74971672	36	42	27	11	8	37	12	22	31	37	20	18	87	28	43	23	21	4	53	22	15	15	23	57	9
chr4.75513876.75515079	33	50	32	10	12	28	5	16	20	11	18	11	53	21	24	9	10	8	15	5	7	6	17	23	6
chr4.75671911.75674346	48	70	66	15	17	30	7	26	41	45	29	16	85	16	40	17	23	14	47	19	9	8	20	39	7
chr4.75724048.75725884	72	79	58	11	20	24	4	34	37	35	18	17	87	33	68	32	20	5	28	18	7	11	12	49	9
chr4.75841568.75842352	9	16	13	3	3	8	4	11	4	5	3	5	9	4	14	1	8	3	10	6	2	2	7	8	0
chr4.75939905.75941138	17	21	18	8	5	21	2	13	10	8	7	10	38	13	27	7	5	5	12	9	2	3	5	21	4
chr4.76147792.76148830	26	38	26	12	10	13	4	10	23	24	20	12	32	19	20	8	12	3	7	8	5	6	15	27	3
chr4.76198058.76199081	27	16	10	7	4	6	5	2	13	6	5	1	17	8	9	4	9	5	15	8	4	5	8	11	1
chr4.76212645.76214623	56	56	52	20	9	25	8	28	42	18	23	19	86	23	37	12	26	11	46	16	8	14	22	39	4
chr4.76301443.76302010	19	8	8	3	1	15	0	4	10	9	7	2	17	6	13	9	2	3	6	5	3	2	4	21	2
chr4.76305751.76307931	67	93	80	23	27	38	7	53	59	50	31	24	114	39	78	20	34	18	55	24	11	18	16	55	6
chr4.76340402.76341546	30	26	15	12	6	18	7	5	35	19	21	6	30	10	11	8	6	7	20	11	3	2	7	7	2
chr4.76388091.76388812	40	8	6	8	3	3	3	3	29	4	9	0	13	4	6	1	24	2	18	5	1	2	3	4	1
chr4.76458842.76460075	37	37	39	16	6	33	3	13	28	11	20	8	72	15	35	13	16	7	35	10	3	9	12	31	4
chr4.76526291.76527176	32	26	21	9	3	24	6	9	22	14	11	15	45	11	28	12	12	3	26	12	0	1	12	29	1
chr4.76546968.76547518	15	9	9	6	2	13	3	4	8	4	3	3	19	3	13	2	2	0	6	2	1	2	5	10	0
chr4.76585358.76587122	54	41	33	14	7	31	4	22	35	24	19	15	55	19	38	12	11	8	32	9	8	8	14	32	5
chr4.76589424.76591749	56	72	49	13	10	42	13	30	28	41	28	17	114	29	63	22	18	16	44	16	10	10	24	55	5
chr4.76657686.76658726	23	7	12	5	3	9	7	8	22	4	3	4	19	8	13	5	3	3	23	6	2	1	2	10	1
chr4.76689096.76690141	13	15	16	8	4	7	4	4	7	9	6	6	38	6	13	4	3	8	13	8	5	1	3	17	2
chr4.76709208.76710015	14	19	9	8	0	18	3	6	7	5	1	7	19	9	16	11	6	4	9	4	3	1	9	19	4
chr4.76738332.76739174	14	5	5	2	0	7	1	6	11	7	0	3	11	5	14	8	2	1	15	5	1	2	10	12	1
chr4.76948664.76950539	25	37	33	10	7	13	2	13	15	17	13	17	46	17	27	18	18	9	22	3	3	11	20	30	4
chr4.77074970.77076826	50	46	41	8	16	39	7	26	32	32	29	14	89	39	43	13	10	7	36	14	7	10	21	22	8
chr4.77156675.77158629	35	51	58	20	9	31	3	13	24	23	16	13	61	9	35	8	12	4	24	9	9	6	5	31	3
chr4.77221101.77221917	16	15	9	8	2	7	3	2	17	2	8	1	13	12	16	7	2	4	9	5	3	1	6	12	2
chr4.77699710.77700154	10	9	5	1	4	10	1	9	4	6	3	2	16	10	19	8	2	0	7	1	0	2	4	7	3
chr4.77817842.77820629	78	86	78	24	18	42	11	33	60	58	40	21	85	34	57	26	42	13	46	18	12	13	23	60	5
chr4.77861924.77863538	31	36	26	12	4	16	5	14	23	17	16	14	59	26	47	14	12	6	20	10	8	4	23	42	4
chr4.78056147.78059774	42	77	51	16	15	39	9	20	33	57	17	18	99	26	72	25	23	11	57	23	11	16	25	47	9
chr4.78121136.78121884	11	13	7	1	1	13	1	8	6	2	4	5	16	10	14	4	2	3	9	6	3	3	9	16	0
chr4.78293287.78294430	27	25	17	8	3	19	5	11	17	9	9	6	31	16	14	3	21	4	19	18	9	8	6	18	2
chr4.78332371.78333776	15	9	19	5	2	10	5	6	6	7	5	5	13	9	22	10	6	6	22	11	6	4	5	26	5
chr4.78336225.78337836	18	34	22	8	8	18	6	15	24	12	12	10	29	9	25	7	17	9	21	8	9	6	15	35	1
chr4.78551197.78553219	35	55	21	13	14	21	5	23	43	27	26	18	58	24	44	19	16	13	46	21	9	10	9	31	12
chr4.78560418.78561107	11	19	7	7	0	9	6	2	16	7	8	0	15	8	5	2	9	1	9	10	1	2	1	7	1
chr4.78683768.78686110	19	56	37	6	14	23	6	22	18	29	9	8	45	15	35	15	13	8	29	10	8	3	30	40	8
chr4.78691309.78692960	31	24	26	1	3	24	9	10	25	21	8	18	47	17	27	17	15	4	32	19	5	10	14	24	3
chr4.78774995.78777351	55	91	87	24	27	26	12	31	51	36	28	20	100	46	56	17	25	8	53	17	8	9	27	67	7
chr4.79272519.79273784	7	22	11	1	4	8	3	8	4	13	3	8	18	9	11	5	1	3	12	4	5	3	15	25	7
chr4.80036690.80037601	9	12	13	4	6	14	2	9	13	13	5	2	26	7	16	5	4	6	10	8	3	4	11	18	4
chr4.80071554.80073653	62	64	63	18	19	26	6	16	43	39	20	26	98	29	59	21	22	14	45	26	9	15	22	59	8
chr4.80265943.80267057	19	20	12	8	6	10	3	10	7	4	6	10	21	14	13	6	4	1	5	7	2	6	6	1	0
chr4.80306400.80308646	24	6	17	8	8	20	8	18	22	8	13	8	74	24	31	17	5	3	12	4	3	1	4	13	3
chr4.81471636.81472472	13	14	9	3	4	11	2	5	13	2	4	5	23	6	12	8	4	2	14	3	3	9	4	18	1
chr4.81631540.81632634	21	18	13	1	3	16	5	13	9	6	2	5	18	13	11	10	8	4	11	9	2	2	7	12	3
chr4.81921860.81922957	26	19	12	11	1	10	3	6	19	8	10	4	21	10	14	4	6	2	9	6	2	3	5	5	1
chr4.82284613.82285363	14	31	22	9	6	14	3	12	8	9	9	5	37	9	25	7	8	1	13	10	0	9	8	16	2
chr4.82372461.82375271	66	144	99	27	29	44	6	33	53	77	43	28	121	33	71	19	38	15	41	17	18	16	25	47	3
chr4.82428651.82431462	63	106	80	21	26	40	6	30	53	47	34	19	81	40	78	15	32	14	36	27	14	11	22	61	10
chr4.82889908.82892033	60	59	45	17	18	32	9	34	44	31	27	17	88	22	42	22	19	5	28	10	10	10	11	30	3
chr4.82899880.82901783	46	44	50	13	9	38	7	29	39	26	18	26	82	26	54	16	14	12	21	9	10	9	13	52	4
